"Subject.Number" "Activity.ID" "Activity" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
"76" 13 4 "SITTING" -0.957690563673469 -0.957690563673469 -0.989497838979592 -0.951142644081633 -0.992604304489796 -0.956901559653061 -0.988348535306122 -0.973258277755102 -0.991723741632653 -0.937935738571429 -0.937935738571429 -0.988813098163265 -0.963940591428571 -0.991414934897959 -0.938529931020408 -0.988332303469388 -0.96426809755102 -0.991219445918367
"77" 13 5 "STANDING" -0.971564243157895 -0.971564243157895 -0.98680002754386 -0.95782537245614 -0.983637634912281 -0.972393559473684 -0.981977536491228 -0.957488799473684 -0.977197403859649 -0.968519673859649 -0.968519673859649 -0.981865616666667 -0.944980198421053 -0.976197659649123 -0.970445378947368 -0.980621262631579 -0.946857485438596 -0.976467330175439
"78" 13 6 "LAYING" -0.960517768225806 -0.960517768225806 -0.985467853870968 -0.944303111935484 -0.98544626483871 -0.959535493548387 -0.980754385967742 -0.957681621290323 -0.978150814032258 -0.947944746612903 -0.947944746612903 -0.980066243387097 -0.944687480967742 -0.975113305645161 -0.949431319193548 -0.978044349516129 -0.946133432096774 -0.972798632258065
"79" 14 1 "WALKING" -0.144404671779661 -0.144404671779661 -0.377293155084746 -0.137208741864407 -0.519895046779661 -0.373516771016949 -0.431591453389831 -0.311386449661017 -0.591036936101695 -0.36380562779661 -0.36380562779661 -0.439746918474576 -0.201401930542373 -0.606103313898305 -0.457490009491525 -0.453426008983051 -0.265504551525424 -0.65567766220339
"80" 14 2 "WALKING_UPSTAIRS" 0.140108204051852 0.140108204051852 -0.28366383592037 0.365779419444444 -0.399921949557407 -0.0759851813333333 -0.288744334092593 0.0488588668185185 -0.457250612407407 -0.0197686685018519 -0.0197686685018519 -0.337086266574074 0.299975979851852 -0.485819293703704 -0.143253889222222 -0.409847649281481 0.236659662496296 -0.564964076388889
"81" 14 3 "WALKING_DOWNSTAIRS" 0.185537706866667 0.185537706866667 0.0353601375466667 0.166340011842444 -0.275120883488889 0.471905155133333 0.186223478065556 -0.0787568406777778 -0.254747132274667 0.428405922622222 0.428405922622222 0.194708838913556 -0.0665144570666667 -0.274744003577778 0.178684580868889 0.194263424111111 -0.223927430580444 -0.356849425488889
"82" 14 4 "SITTING" -0.944197943703704 -0.944197943703704 -0.976521006111111 -0.942756369259259 -0.988317606666667 -0.940589853333333 -0.972985342962963 -0.963320540555556 -0.987324239259259 -0.92549582962963 -0.92549582962963 -0.973343388888889 -0.947081158333333 -0.986963989814815 -0.929193937222222 -0.972959409444444 -0.946517963703704 -0.987065177777778
"83" 14 5 "STANDING" -0.943456847333333 -0.943456847333333 -0.972965788166667 -0.943530016833333 -0.974873328 -0.949715059833333 -0.970214125833333 -0.944405563833333 -0.969175636833333 -0.936735577166667 -0.936735577166667 -0.970437182833333 -0.931426203833333 -0.966834217 -0.939799869833333 -0.969677515666667 -0.934815560833333 -0.966019259166667
"84" 14 6 "LAYING" -0.905978250196078 -0.905978250196078 -0.972576392941176 -0.904665418431373 -0.975621183137255 -0.899463668843137 -0.96798859627451 -0.930151731176471 -0.966455343137255 -0.856593119215686 -0.856593119215686 -0.966450909019608 -0.913433185882353 -0.964009921960784 -0.859606047058823 -0.963607433921569 -0.917760104901961 -0.963666018039216
"85" 15 1 "WALKING" -0.186514650759259 -0.186514650759259 -0.320129322962963 -0.243711124444444 -0.543979500555556 -0.275156242062037 -0.289753952407407 -0.489166383703704 -0.645075178148148 -0.323878324074074 -0.323878324074074 -0.310071425166667 -0.425798469148148 -0.63778595537037 -0.458344792407407 -0.342411927851852 -0.481750218518519 -0.654010147222222
"86" 15 2 "WALKING_UPSTAIRS" -0.000971394711666667 -0.000971394711666667 -0.316050382083333 -0.201217274 -0.663637117708333 -0.165242147958333 -0.261956679958333 -0.45369356625 -0.731422357916667 -0.136552217494583 -0.136552217494583 -0.313363553125 -0.288429008639583 -0.748954848541667 -0.255659340833333 -0.391313399375 -0.308585869854167 -0.793104483333333
"87" 15 3 "WALKING_DOWNSTAIRS" 0.320449387166667 0.320449387166667 -0.0372666071540476 -0.121686320740476 -0.509466648095238 0.331150229285714 0.158413334683333 -0.373898631190476 -0.565396130714286 0.353204008095238 0.353204008095238 0.159631710516667 -0.284249712071429 -0.563640131190476 0.153124178119048 0.1505077506 -0.34938720602381 -0.593472444285714
"88" 15 4 "SITTING" -0.958669836271186 -0.958669836271186 -0.986107839152542 -0.957331628305085 -0.992188893898305 -0.949752001322034 -0.984689437118644 -0.973762179830509 -0.990180959322034 -0.93797790559322 -0.93797790559322 -0.984639018474576 -0.963475074915254 -0.989720049491525 -0.941195938135593 -0.983276251694915 -0.963378228474576 -0.989503941694915
"89" 15 5 "STANDING" -0.961207616226415 -0.961207616226415 -0.981495125660377 -0.946961381132076 -0.984407077924528 -0.960337344339623 -0.979078785660377 -0.956733900188679 -0.983188091886792 -0.948600432641509 -0.948600432641509 -0.979994800566038 -0.931286778679245 -0.98143282754717 -0.950204045849057 -0.980184086603774 -0.928838303773585 -0.980329709433962
"90" 15 6 "LAYING" -0.955340661527778 -0.955340661527778 -0.979890228194444 -0.944605127222222 -0.983235025416667 -0.956001034027778 -0.973681222777778 -0.946812642361111 -0.975727853888889 -0.943314107916667 -0.943314107916667 -0.973644462777778 -0.924043007638889 -0.973650041666667 -0.94550856 -0.972530077916667 -0.923682244861111 -0.972645710694444
"91" 16 1 "WALKING" -0.258766694117647 -0.258766694117647 -0.363144483529412 -0.485931932745098 -0.671541834117647 -0.410463241960784 -0.378278490588235 -0.669228540784314 -0.72068229 -0.47180926745098 -0.47180926745098 -0.403386563921569 -0.665078404313725 -0.722808438431373 -0.592150985098039 -0.441447754509804 -0.721137001568627 -0.745726853921569
"92" 16 2 "WALKING_UPSTAIRS" -0.233990331568627 -0.233990331568627 -0.48321905 -0.308260568039216 -0.737705162156863 -0.370649738235294 -0.475597717843137 -0.630546675490196 -0.787833632352941 -0.334795080196078 -0.334795080196078 -0.493067129607843 -0.518189646470588 -0.797293228431373 -0.418924256078431 -0.51993124 -0.532486721568627 -0.825314327058824
"93" 16 3 "WALKING_DOWNSTAIRS" 0.191079793587447 0.191079793587447 -0.165908810808511 -0.309820427234043 -0.590896636382979 0.114032088546809 -0.0745659082223404 -0.488253939574468 -0.58966315 0.119183740638298 0.119183740638298 -0.0783498875595745 -0.422315316808511 -0.595822214468085 -0.0534137179170213 -0.0919623368021277 -0.479939845914894 -0.633479804680851
"94" 16 4 "SITTING" -0.961879680724638 -0.961879680724638 -0.987472699130435 -0.946417382463768 -0.992444606231884 -0.958335480724638 -0.983968635942029 -0.954060994347826 -0.989363136376812 -0.941051236086957 -0.941051236086957 -0.983615334057971 -0.937942404637681 -0.988261252608696 -0.942588250115942 -0.982190554782609 -0.938863215072464 -0.987506348985507
"95" 16 5 "STANDING" -0.969948825128205 -0.969948825128205 -0.989205231794872 -0.972528178205128 -0.992848576025641 -0.971082558076923 -0.986502687948718 -0.975448632179487 -0.99117243 -0.95729449448718 -0.95729449448718 -0.986761550641026 -0.964105768461539 -0.990809427435897 -0.957173571923077 -0.985912716923077 -0.963574736025641 -0.990672800769231
"96" 16 6 "LAYING" -0.961834634857143 -0.961834634857143 -0.988349656571429 -0.951777099571429 -0.990839526285714 -0.968020521285714 -0.987514525142857 -0.970249638857143 -0.988695277714286 -0.957895927714286 -0.957895927714286 -0.987891003571429 -0.959020036285714 -0.988212425428571 -0.958111895857143 -0.98724716 -0.958975084 -0.988058401142857
"97" 17 1 "WALKING" -0.151151487704918 -0.151151487704918 -0.301093269180328 -0.335009836885246 -0.517167440655738 -0.429380043442623 -0.335938891803279 -0.518618058688525 -0.582711859672131 -0.461837866885246 -0.461837866885246 -0.275672786229508 -0.522494763606557 -0.53970849147541 -0.565162507704918 -0.211231860180328 -0.615320077704918 -0.520385479180328
"98" 17 2 "WALKING_UPSTAIRS" -0.0128062276916667 -0.0128062276916667 -0.357233897916667 -0.235191249091667 -0.637367490625 -0.150305643291667 -0.360299853125 -0.504066956875 -0.669008763541667 -0.1028777303875 -0.1028777303875 -0.390912450416667 -0.440837260125 -0.68231162875 -0.217393170604167 -0.437383107916667 -0.496444579791667 -0.7241557425
"99" 17 3 "WALKING_DOWNSTAIRS" 0.148951103536087 0.148951103536087 -0.221631694184783 -0.232641763307609 -0.540325787826087 0.0580680522108696 -0.188680399771739 -0.40943875826087 -0.57734888 0.0914076757326087 0.0914076757326087 -0.206576683876087 -0.352687281086957 -0.592319490869565 -0.0618876767130435 -0.236538515947826 -0.428868687826087 -0.643399203913044
"100" 17 4 "SITTING" -0.97274734640625 -0.97274734640625 -0.99281471515625 -0.967177744375 -0.996334795 -0.973626755 -0.99142725046875 -0.98336929234375 -0.995204564375 -0.96506519109375 -0.96506519109375 -0.99144649921875 -0.97541025484375 -0.994446755625 -0.9653996796875 -0.99031962640625 -0.97471085296875 -0.99362452375
"101" 17 5 "STANDING" -0.977635981410256 -0.977635981410256 -0.991742753589744 -0.978184576538462 -0.993672973717949 -0.980967748205128 -0.990162798846154 -0.984291131538461 -0.992723939358974 -0.975377309871795 -0.975377309871795 -0.990363248205128 -0.977680837435897 -0.992372117307692 -0.975504840641026 -0.989472086666667 -0.977263418717949 -0.992177303589744
"102" 17 6 "LAYING" -0.953021411126761 -0.953021411126761 -0.981607627887324 -0.960733121690141 -0.985542411126761 -0.961046326338028 -0.979687318732394 -0.969014444788732 -0.982765526478873 -0.948257993521127 -0.948257993521127 -0.980126745352113 -0.959325498732394 -0.982038121126761 -0.949042531690141 -0.979657231408451 -0.96002383915493 -0.981983437605634
"103" 18 1 "WALKING" -0.287908078035714 -0.287908078035714 -0.379269262142857 -0.500471147857143 -0.636485896964286 -0.424386734107143 -0.41403775125 -0.620331394285714 -0.710596311071429 -0.460346465357143 -0.460346465357143 -0.42541866125 -0.60851009125 -0.726591779107143 -0.565563056964286 -0.444453486071429 -0.668908146607143 -0.769408385535714
"104" 18 2 "WALKING_UPSTAIRS" -0.279146312758621 -0.279146312758621 -0.601463948275862 -0.3691086 -0.781652689310345 -0.436561064482759 -0.574481396551724 -0.654029089310345 -0.826193160862069 -0.37184157 -0.37184157 -0.579330320344828 -0.528058134137931 -0.835525127931035 -0.436218933448276 -0.587926077068965 -0.533044636034483 -0.860910992241379
"105" 18 3 "WALKING_DOWNSTAIRS" -0.293531973636364 -0.293531973636364 -0.466516044 -0.381022814727273 -0.701663073636364 -0.241973534781818 -0.3833987134 -0.604735414363636 -0.744236045090909 -0.229934247036364 -0.229934247036364 -0.3825173332 -0.507995478327273 -0.744159518909091 -0.344299434181818 -0.386565072363636 -0.533844932145455 -0.763430801654545
"106" 18 4 "SITTING" -0.983674151754386 -0.983674151754386 -0.989869574561404 -0.977634992105263 -0.994873439824561 -0.984781467192982 -0.990407075964912 -0.986535242105263 -0.99480818754386 -0.981595285964912 -0.981595285964912 -0.991159350526316 -0.981372675614035 -0.994868913508772 -0.982226151578947 -0.991044297894737 -0.981252632807018 -0.994967621754386
"107" 18 5 "STANDING" -0.972607495342466 -0.972607495342466 -0.98596529369863 -0.963006793150685 -0.988685954931507 -0.976797646027397 -0.984987073150685 -0.972352593013699 -0.988960668767123 -0.972285545479452 -0.972285545479452 -0.986015285890411 -0.959797118082192 -0.988519665753425 -0.973264853561644 -0.986277356712329 -0.95911345739726 -0.988407465205479
"108" 18 6 "LAYING" -0.986456241538462 -0.986456241538462 -0.98832154 -0.980740846769231 -0.993095122615385 -0.986788412 -0.988548418307692 -0.984329092153846 -0.991901007538462 -0.986464542615385 -0.986464542615385 -0.989526277538462 -0.980560877846154 -0.992153054 -0.987648484461539 -0.989710656769231 -0.981468841692308 -0.992737961692308
"109" 19 1 "WALKING" 0.0648173438653846 0.0648173438653846 0.109450990201923 0.100045071430769 -0.164699977592308 0.0322272296217308 0.0730179928688462 -0.0952460452365385 -0.262442822846154 -0.0993927171359615 -0.0993927171359615 0.0356558788076923 -0.0218463165461538 -0.271487480103846 -0.324793406057692 -0.0222869586038462 -0.141598402309615 -0.336148733
"110" 19 2 "WALKING_UPSTAIRS" 0.01738119347275 0.01738119347275 -0.114189605875 -0.06161577145 -0.372790526575 -0.07962876322 -0.187391317015 -0.28884026785 -0.4771839145 -0.177666828025 -0.177666828025 -0.284060693125 -0.26440144275 -0.50740029025 -0.368253499 -0.43467125 -0.3771327525 -0.58828966075
"111" 19 3 "WALKING_DOWNSTAIRS" 0.644604325128205 0.644604325128205 0.434490400974359 0.418004608615385 0.0875816618205128 0.586637550769231 0.538404846128205 0.203979764835897 -0.0229045295641026 0.413472376589744 0.413472376589744 0.450612065720513 0.237821231894872 -0.0438985022538462 0.0828630624102564 0.316346415348718 0.0320366671179487 -0.143254547512821
"112" 19 4 "SITTING" -0.962074065616438 -0.962074065616438 -0.986423976027397 -0.942229043835616 -0.989450316575342 -0.962632577945206 -0.983751646712329 -0.964238768493151 -0.986727418493151 -0.951755657260274 -0.951755657260274 -0.984205184931507 -0.950491807945205 -0.985831284657534 -0.952802277671233 -0.983687272739726 -0.950484417260274 -0.985416444657534
"113" 19 5 "STANDING" -0.960505683561644 -0.960505683561644 -0.983068923561644 -0.94174504109589 -0.985801637671233 -0.968910788767123 -0.979135412739726 -0.958578129589041 -0.984536610136986 -0.962549342465753 -0.962549342465753 -0.979640838082192 -0.937951031506849 -0.983069427945205 -0.964259110821918 -0.979179149452055 -0.936723548493151 -0.982228582191781
"114" 19 6 "LAYING" -0.96626080686747 -0.96626080686747 -0.98478434 -0.953263432771084 -0.985342497710843 -0.971957401325301 -0.980621564096386 -0.965624724457831 -0.981890470361446 -0.963193489036145 -0.963193489036145 -0.980668287831325 -0.955906646506024 -0.980245510843374 -0.964056773975904 -0.979452188433735 -0.957496024457831 -0.97932784746988
"115" 20 1 "WALKING" 0.039402280578902 0.039402280578902 -0.0429359302764706 0.0686275147882353 -0.194893253196078 -0.00353341793921569 0.0545269493972549 -0.0520065599062745 -0.180365335498431 -0.156930391921569 -0.156930391921569 0.0210765716843137 -0.0367853189588235 -0.149864146847059 -0.389934004313725 -0.0310650270227451 -0.196210236058824 -0.171975765239216
"116" 20 2 "WALKING_UPSTAIRS" 0.00872502461176471 0.00872502461176471 -0.255611242098039 0.0223302538235294 -0.37192841627451 -0.205009295196078 -0.215014031556863 -0.286627716823529 -0.450393446470588 -0.198269718823529 -0.198269718823529 -0.239444370019608 -0.253929985803922 -0.455396068627451 -0.320241012294118 -0.280450026862745 -0.360948341823529 -0.50282154372549
"117" 20 3 "WALKING_DOWNSTAIRS" 0.221851587933333 0.221851587933333 -0.0612699838466667 0.0938419436933333 -0.268183423577778 0.151887747217778 0.0137917152644444 -0.100566103524444 -0.311668472555556 0.172636361444444 0.172636361444444 0.0467185842571111 -0.0305762438706667 -0.275591880382222 0.000242174637777778 0.0790379799133333 -0.151681987177778 -0.281657285946667
"118" 20 4 "SITTING" -0.952738043030303 -0.952738043030303 -0.978774578333333 -0.939574435606061 -0.983010276060606 -0.946913451666667 -0.971730462575758 -0.953399068181818 -0.976108353787879 -0.937764028181818 -0.937764028181818 -0.972537871515151 -0.941069909848485 -0.97507615 -0.942151231515152 -0.972597744242424 -0.943725755909091 -0.975226588333333
"119" 20 5 "STANDING" -0.92240685739726 -0.92240685739726 -0.956624899041096 -0.883675028630137 -0.94793650109589 -0.921225595205479 -0.940007897123288 -0.879437674794521 -0.929600007123288 -0.910672094794521 -0.910672094794521 -0.938454372328767 -0.843683410273973 -0.926328788356164 -0.918651880273973 -0.936025033013699 -0.849127347123288 -0.927225720410959
"120" 20 6 "LAYING" -0.960743126176471 -0.960743126176471 -0.984670073823529 -0.9604473725 -0.986749500882353 -0.952827071323529 -0.979695458088235 -0.969832241176471 -0.981119820588235 -0.939489444558824 -0.939489444558824 -0.980161687058824 -0.962153597941176 -0.981079301617647 -0.9418940855 -0.979565196911765 -0.964205915441177 -0.981986152941177
"121" 21 1 "WALKING" -0.123455661519231 -0.123455661519231 -0.148138991523077 -0.284775644807692 -0.426930725 -0.251266388923077 -0.144009889665385 -0.409516081153846 -0.4995972025 -0.299709752173077 -0.299709752173077 -0.0838487968942308 -0.408304434423077 -0.450369988846154 -0.438149791153846 -0.0186734409634615 -0.512249343076923 -0.429323466346154
"122" 21 2 "WALKING_UPSTAIRS" -0.0810453188106383 -0.0810453188106383 -0.355047693617021 -0.168982721146809 -0.577935642978723 -0.257894449148936 -0.355443706553191 -0.475369886808511 -0.628915748723404 -0.278474283829787 -0.278474283829787 -0.404183875893617 -0.420236002514894 -0.647723419148936 -0.403357611702128 -0.47772185 -0.483407096425532 -0.700980410425532
"123" 21 3 "WALKING_DOWNSTAIRS" 0.245771699004444 0.245771699004444 -0.0802241799933333 -0.184850019535556 -0.452828682444444 0.239895893822222 0.112442619741778 -0.406392284444444 -0.490804948444444 0.264341903711111 0.264341903711111 0.0952339404955556 -0.388420328666667 -0.509130858444444 0.0791271386644444 0.06320531452 -0.484489974222222 -0.571666834444444
"124" 21 4 "SITTING" -0.974734999411765 -0.974734999411765 -0.985947225176471 -0.964971113764706 -0.990307349882353 -0.974829227058824 -0.985342358705882 -0.977839702352941 -0.990014272588235 -0.971994251294118 -0.971994251294118 -0.986520865058824 -0.971225061647059 -0.990302232705882 -0.974447593176471 -0.986991549529412 -0.972027251294118 -0.991062204823529
"125" 21 5 "STANDING" -0.958774298089888 -0.958774298089888 -0.974765161910112 -0.949837151797753 -0.976857084157303 -0.962291334157303 -0.970634296404494 -0.956723022359551 -0.976126760674157 -0.956919898202247 -0.956919898202247 -0.97160651494382 -0.945614401797753 -0.976153687752809 -0.960041844382022 -0.97192611741573 -0.947763172921348 -0.977706619550562
"126" 21 6 "LAYING" -0.952596583222222 -0.952596583222222 -0.982800330555556 -0.949278890222222 -0.985915906888889 -0.953769071222222 -0.978444123888889 -0.962349012888889 -0.982993315111111 -0.942186431444444 -0.942186431444444 -0.978552618777778 -0.949289148 -0.982246471555556 -0.944449070888889 -0.977604878888889 -0.949736575111111 -0.982305117444444
"127" 22 1 "WALKING" 0.0722419121669565 0.0722419121669565 0.02291996735 -0.210608043717391 -0.461999528913043 -0.0241584964891304 0.0659727285 -0.438378722826087 -0.553946121521739 -0.161591787478261 -0.161591787478261 0.111532924945652 -0.390775683913043 -0.503106312391304 -0.381399308043478 0.158286745226087 -0.464019127391304 -0.476405270434783
"128" 22 2 "WALKING_UPSTAIRS" 0.210282608333333 0.210282608333333 -0.0957840344357143 -0.1280319236 -0.568111869047619 -0.0866905123880952 -0.0458020362119048 -0.369902 -0.667996003333333 -0.158757474833333 -0.158757474833333 -0.0876501605595238 -0.2025581772 -0.675633024285714 -0.334126221428571 -0.151299835619048 -0.234023031571429 -0.70987053452381
"129" 22 3 "WALKING_DOWNSTAIRS" 0.330999221944444 0.330999221944444 -0.0179784626888889 -0.161333309783333 -0.459579670833333 0.155526858911111 0.0224783539805556 -0.338417326388889 -0.583510518055556 0.133267478527222 0.133267478527222 -0.0337640982530556 -0.263921983758333 -0.617659355833333 -0.0575202606055556 -0.118530349166667 -0.341863671805556 -0.697451438611111
"130" 22 4 "SITTING" -0.942167353870968 -0.942167353870968 -0.979303714032258 -0.942077432741935 -0.98547603483871 -0.943078237096774 -0.968908297096774 -0.951952767258065 -0.977775448387097 -0.924336184035484 -0.924336184035484 -0.968576776774194 -0.933268487096774 -0.976503766290323 -0.926798029822581 -0.967026275967742 -0.93356300983871 -0.976318114516129
"131" 22 5 "STANDING" -0.954807661269841 -0.954807661269841 -0.975876006507936 -0.931624303968254 -0.978603529206349 -0.949044483015873 -0.959743877936508 -0.932065270793651 -0.968377798253968 -0.939866315079365 -0.939866315079365 -0.958825095396825 -0.900776555555556 -0.966086148412698 -0.943739135238095 -0.95665395968254 -0.900222411269841 -0.965344726666667
"132" 22 6 "LAYING" -0.934993799305556 -0.934993799305556 -0.971169779305556 -0.926616373333333 -0.981716936388889 -0.929818990972222 -0.962654791527778 -0.946055840972222 -0.976638980972222 -0.909407761152778 -0.909407761152778 -0.959849821805556 -0.923911565972222 -0.974201690972222 -0.913267251263889 -0.955635614444444 -0.923552358194444 -0.972789020833333
"133" 23 1 "WALKING" -0.0988770198220339 -0.0988770198220339 -0.0670819655881356 -0.0120968259523729 0.0115305410508475 -0.0942606311677966 -0.0180705701559322 0.185078207383051 0.146618569064407 -0.209989354570847 -0.209989354570847 -0.0268194363050847 0.163346451623729 0.250173204117966 -0.407577515762712 -0.0457372334118644 -0.061476584759322 0.287834616098305
"134" 23 2 "WALKING_UPSTAIRS" -0.0117536873784314 -0.0117536873784314 -0.311143885098039 -0.156527148792745 -0.504367150588235 -0.231382662235294 -0.302968064764706 -0.380388292223529 -0.51871565 -0.271893714117647 -0.271893714117647 -0.362708849411765 -0.366732989313725 -0.551275188627451 -0.410047643333333 -0.454324844901961 -0.470491576431373 -0.632659461568627
"135" 23 3 "WALKING_DOWNSTAIRS" 0.127211137694444 0.127211137694444 0.112982475627778 0.0390915481555556 -0.0463117766203704 0.364829993351852 0.335009724333333 0.150825734842593 0.0746754643666667 0.230363964351852 0.230363964351852 0.292087200087037 0.0539972903222222 0.0594908483888889 -0.0453930349148148 0.2244805035 -0.218930425944444 -0.0398573780185185
"136" 23 4 "SITTING" -0.944080772941176 -0.944080772941176 -0.982375503382353 -0.936593426911765 -0.986514066029412 -0.945837830147059 -0.974121466764706 -0.952293277205882 -0.980707211470588 -0.924963263235294 -0.924963263235294 -0.973668776323529 -0.937006097352941 -0.979226997941177 -0.927090118382353 -0.972117016617647 -0.938680776617647 -0.978499038088235
"137" 23 5 "STANDING" -0.957212267058824 -0.957212267058824 -0.978671485441176 -0.938430293382353 -0.9763992525 -0.957986177058823 -0.973798155735294 -0.944583829705882 -0.972598810882353 -0.9516698575 -0.9516698575 -0.974811528235294 -0.923796565588235 -0.972387365294118 -0.955291356470588 -0.9750536875 -0.924805421470588 -0.973849691470588
"138" 23 6 "LAYING" -0.962959196805556 -0.962959196805556 -0.987010197361111 -0.949418000972222 -0.984557478611111 -0.967747053194444 -0.985905703888889 -0.966239347916667 -0.981846854305556 -0.957871990555555 -0.957871990555555 -0.986685651527778 -0.957227585972222 -0.981314831666667 -0.958465695416667 -0.986540200694444 -0.959025538194444 -0.98158514125
"139" 24 1 "WALKING" -0.299983613965517 -0.299983613965517 -0.399722201034483 -0.403064156896552 -0.507824745862069 -0.434618912068966 -0.418641046896552 -0.534509163793103 -0.571594392068966 -0.48106401862069 -0.48106401862069 -0.409824562586207 -0.563863212586207 -0.556022765862069 -0.590265845517241 -0.40297998362069 -0.668032801896552 -0.567447731896552
"140" 24 2 "WALKING_UPSTAIRS" -0.226402822033898 -0.226402822033898 -0.488487620508475 -0.33443583979661 -0.658751629152542 -0.322300989322034 -0.429800778813559 -0.564664994745763 -0.64611467 -0.30685447 -0.30685447 -0.441068689830508 -0.503929060169492 -0.638180352881356 -0.406283377627119 -0.45964779779661 -0.54907099 -0.653876950677966
"141" 24 3 "WALKING_DOWNSTAIRS" -0.0737699163072727 -0.0737699163072727 -0.263106944836364 -0.304965806363636 -0.497152238363636 -0.0231701626603636 -0.200830137109091 -0.374298686727273 -0.474449925818182 -0.0224839122854545 -0.0224839122854545 -0.143501970018182 -0.3636948774 -0.459159852363636 -0.175291708678182 -0.0827554911536364 -0.470147270181818 -0.478030486181818
"142" 24 4 "SITTING" -0.968979156470588 -0.968979156470588 -0.985555822352941 -0.964633252352941 -0.991306424705882 -0.968905031470588 -0.984469962941177 -0.977973720735294 -0.990854751176471 -0.963779683235294 -0.963779683235294 -0.985418456176471 -0.969257162647059 -0.990724530735294 -0.965852262058824 -0.98561372 -0.969105899117647 -0.990933058235294
"143" 24 5 "STANDING" -0.950061017681159 -0.950061017681159 -0.977620953913043 -0.954518594057971 -0.982387268985507 -0.960066088115942 -0.972251355217391 -0.963922314202899 -0.981119237826087 -0.94790101173913 -0.94790101173913 -0.973108343043478 -0.95310477884058 -0.979995718695652 -0.949522556376812 -0.973195509565217 -0.954407176956522 -0.9797551
"144" 24 6 "LAYING" -0.9718540425 -0.9718540425 -0.985529270555556 -0.953791512638889 -0.982780873888889 -0.973171068055556 -0.983108084305556 -0.964001383472222 -0.978596740694444 -0.969354834166667 -0.969354834166667 -0.983605927361111 -0.957829934722222 -0.978659102222222 -0.971063024027778 -0.98328511625 -0.961369084583333 -0.980096981111111
"145" 25 1 "WALKING" -0.40528943 -0.40528943 -0.538291424594595 -0.394362401351351 -0.678466069054054 -0.566060023108108 -0.564591342162162 -0.562733252702703 -0.770300895540541 -0.565601466081081 -0.565601466081081 -0.542870062567568 -0.489809386081081 -0.757032544864865 -0.632927475540541 -0.51900424972973 -0.529262243378378 -0.75738578027027
"146" 25 2 "WALKING_UPSTAIRS" -0.305772199076923 -0.305772199076923 -0.679160843538462 -0.3186346998 -0.777106026615385 -0.527907561538462 -0.654795110615385 -0.567153469846154 -0.822403906 -0.480006649846154 -0.480006649846154 -0.674513059846154 -0.387754116158462 -0.824883302769231 -0.536120293230769 -0.703433692615385 -0.386612992876923 -0.841061012153846
"147" 25 3 "WALKING_DOWNSTAIRS" -0.22010859462069 -0.22010859462069 -0.50048333137931 -0.216082565601724 -0.664713625172414 -0.288154787517241 -0.471642111551724 -0.485763582068966 -0.687034281206897 -0.259465249913793 -0.259465249913793 -0.482976929827586 -0.38216092137931 -0.67960595137931 -0.359437080103448 -0.502224768103448 -0.423707329706897 -0.693032409137931
"148" 25 4 "SITTING" -0.970409337076923 -0.970409337076923 -0.989545142461538 -0.966568718615385 -0.99286465 -0.967017992615385 -0.987941825538462 -0.979350913692308 -0.991781701692308 -0.960003414461538 -0.960003414461538 -0.988311804923077 -0.970639125692308 -0.991766403076923 -0.961997268307692 -0.987618801076923 -0.970321897230769 -0.992019559538462
"149" 25 5 "STANDING" -0.972663592162162 -0.972663592162162 -0.984647071216216 -0.967077442837838 -0.985091991216216 -0.972355393243243 -0.982294170810811 -0.968972499594595 -0.98401783027027 -0.968075629324324 -0.968075629324324 -0.982637080945946 -0.959884274324324 -0.983230809594595 -0.970203660405405 -0.982083315 -0.961090396891892 -0.983098935945946
"150" 25 6 "LAYING" -0.56047777609589 -0.56047777609589 -0.962161355890411 -0.809688545342466 -0.969783262465753 -0.774481943616438 -0.96008314739726 -0.910126993561644 -0.96825160890411 -0.649254767945205 -0.649254767945205 -0.961931605342466 -0.856017369726027 -0.96830952260274 -0.651353241643836 -0.963601212876712 -0.850661340684931 -0.970457947534247
"151" 26 1 "WALKING" -0.223399171830508 -0.223399171830508 -0.290758024915254 -0.392092024067797 -0.51239882559322 -0.379836742711864 -0.293358341186441 -0.551927613050847 -0.619461036101695 -0.421848313898305 -0.421848313898305 -0.279350754237288 -0.538329286101695 -0.603468672372881 -0.537183967118644 -0.268948465423729 -0.60946621661017 -0.612930343220339
"152" 26 2 "WALKING_UPSTAIRS" -0.142874499381818 -0.142874499381818 -0.404463896363636 -0.344427047636364 -0.648099850181818 -0.167566383372727 -0.294970470909091 -0.556084778181818 -0.673580662727273 -0.1507071068 -0.1507071068 -0.334531344727273 -0.514032410181818 -0.661829656545455 -0.274226227272727 -0.393715352181818 -0.569632 -0.669846294545455
